yearID,teamID,R,RA,RperG,RAperG,W,L,WPct,WinRatio,RunsRatio
2004,SEA,698,823,4.3086,5.0802,63,99,0.3889,0.6364,0.8481
2008,SDN,637,764,3.9321,4.7160,63,99,0.3889,0.6364,0.8338
2011,MIN,619,804,3.8210,4.9630,63,99,0.3889,0.6364,0.7699
2013,CHN,598,723,3.6914,4.4630,63,99,0.3889,0.6364,0.8271
1929,CHA,627,792,4.1250,5.2105,59,93,0.3882,0.6344,0.7917
1927,SLA,724,904,4.7320,5.9085,59,94,0.3856,0.6277,0.8009
1948,SLA,671,849,4.3856,5.5490,59,94,0.3856,0.6277,0.7903
1957,KC1,563,710,3.6797,4.6405,59,94,0.3856,0.6277,0.7930
1902,DET,566,657,4.1926,4.8667,52,83,0.3852,0.6265,0.8615
1967,KC1,533,660,3.3106,4.0994,62,99,0.3851,0.6263,0.8076
1969,CLE,573,717,3.5590,4.4534,62,99,0.3851,0.6263,0.7992
1985,TEX,617,785,3.8323,4.8758,62,99,0.3851,0.6263,0.7860
2009,PIT,636,768,3.9503,4.7702,62,99,0.3851,0.6263,0.8281
1926,PHI,687,900,4.5497,5.9603,58,93,0.3841,0.6237,0.7633
1930,CIN,665,857,4.3182,5.5649,59,95,0.3831,0.6211,0.7760
1947,SLA,564,744,3.6623,4.8312,59,95,0.3831,0.6211,0.7581
1953,PHA,632,799,4.1039,5.1883,59,95,0.3831,0.6211,0.7910
1956,WS1,652,924,4.2338,6.0000,59,95,0.3831,0.6211,0.7056
1960,PHI,546,691,3.5455,4.4870,59,95,0.3831,0.6211,0.7902
1964,WS2,578,733,3.5679,4.5247,62,100,0.3827,0.6200,0.7885
1965,BOS,669,791,4.1296,4.8827,62,100,0.3827,0.6200,0.8458
1985,SFN,556,674,3.4321,4.1605,62,100,0.3827,0.6200,0.8249
2001,TBA,672,887,4.1481,5.4753,62,100,0.3827,0.6200,0.7576
2001,PIT,657,858,4.0556,5.2963,62,100,0.3827,0.6200,0.7657
2002,KCA,737,891,4.5494,5.5000,62,100,0.3827,0.6200,0.8272
2006,KCA,757,971,4.6728,5.9938,62,100,0.3827,0.6200,0.7796
2013,MIA,513,646,3.1667,3.9877,62,100,0.3827,0.6200,0.7941
1933,CIN,496,643,3.2632,4.2303,58,94,0.3816,0.6170,0.7714
1912,BRO,651,754,4.2549,4.9281,58,95,0.3791,0.6105,0.8634
1972,SDN,488,665,3.1895,4.3464,58,95,0.3791,0.6105,0.7338
1961,KC1,683,863,4.2422,5.3602,61,100,0.3789,0.6100,0.7914
1961,WS2,618,776,3.8385,4.8199,61,100,0.3789,0.6100,0.7964
1971,SDN,486,610,3.0186,3.7888,61,100,0.3789,0.6100,0.7967
1972,PHI,503,635,3.2244,4.0705,59,97,0.3782,0.6082,0.7921
1913,NYA,529,668,3.5033,4.4238,57,94,0.3775,0.6064,0.7919
1905,SLN,535,734,3.4740,4.7662,58,96,0.3766,0.6042,0.7289
1929,BOS,605,803,3.9286,5.2143,58,96,0.3766,0.6042,0.7534
1931,CIN,592,742,3.8442,4.8182,58,96,0.3766,0.6042,0.7978
1950,SLA,684,916,4.4416,5.9481,58,96,0.3766,0.6042,0.7467
1960,KC1,615,756,3.9935,4.9091,58,96,0.3766,0.6042,0.8135
1967,NYN,498,672,3.0741,4.1481,61,101,0.3765,0.6040,0.7411
1977,ATL,678,895,4.1852,5.5247,61,101,0.3765,0.6040,0.7575
1982,CIN,545,661,3.3642,4.0802,61,101,0.3765,0.6040,0.8245
1987,CLE,742,957,4.5802,5.9074,61,101,0.3765,0.6040,0.7753
1993,SDN,679,772,4.1914,4.7654,61,101,0.3765,0.6040,0.8795
2006,TBA,689,856,4.2531,5.2840,61,101,0.3765,0.6040,0.8049
2008,SEA,671,811,4.1420,5.0062,61,101,0.3765,0.6040,0.8274
2010,SEA,513,698,3.1667,4.3086,61,101,0.3765,0.6040,0.7350
2012,CHN,613,759,3.7840,4.6852,61,101,0.3765,0.6040,0.8076
1981,MIN,378,486,3.4679,4.4587,41,68,0.3761,0.6029,0.7778
1934,PHI,675,794,4.5302,5.3289,56,93,0.3758,0.6022,0.8501
1915,CLE,539,670,3.5461,4.4079,57,95,0.3750,0.6000,0.8045
1936,SLA,804,1064,5.2895,7.0000,57,95,0.3750,0.6000,0.7556
1962,WS2,599,716,3.7205,4.4472,60,101,0.3727,0.5941,0.8366
1981,SDN,382,455,3.4727,4.1364,41,69,0.3727,0.5942,0.8396
1913,SLA,528,642,3.4510,4.1961,57,96,0.3725,0.5938,0.8224
1922,PHI,738,920,4.8235,6.0131,57,96,0.3725,0.5938,0.8022
1928,BOS,589,770,3.8497,5.0327,57,96,0.3725,0.5938,0.7649
1950,PIT,681,857,4.4510,5.6013,57,96,0.3725,0.5938,0.7946
1971,CLE,543,747,3.3519,4.6111,60,102,0.3704,0.5882,0.7269
1973,SDN,548,770,3.3827,4.7531,60,102,0.3704,0.5882,0.7117
1974,SDN,541,830,3.3395,5.1235,60,102,0.3704,0.5882,0.6518
1982,MIN,657,819,4.0556,5.0556,60,102,0.3704,0.5882,0.8022
1983,SEA,558,740,3.4444,4.5679,60,102,0.3704,0.5882,0.7541
1985,CLE,729,861,4.5000,5.3148,60,102,0.3704,0.5882,0.8467
1917,SLA,510,687,3.3117,4.4610,57,97,0.3701,0.5876,0.7424
1955,BAL,540,754,3.5065,4.8961,57,97,0.3701,0.5876,0.7162
1981,CHN,370,483,3.5922,4.6893,38,65,0.3689,0.5846,0.7660
1906,WS1,518,664,3.4533,4.4267,55,95,0.3667,0.5789,0.7801
1978,TOR,590,775,3.6646,4.8137,59,102,0.3665,0.5784,0.7613
2008,WAS,641,825,3.9814,5.1242,59,102,0.3665,0.5784,0.7770
1904,BRO,497,614,3.2484,4.0131,56,97,0.3660,0.5773,0.8094
1931,CHA,704,939,4.6013,6.1373,56,97,0.3660,0.5773,0.7497
1948,WS1,578,796,3.7778,5.2026,56,97,0.3660,0.5773,0.7261
1924,PHI,676,849,4.4768,5.6225,55,96,0.3642,0.5729,0.7962
1933,SLA,669,820,4.4305,5.4305,55,96,0.3642,0.5729,0.8159
1962,CHN,632,827,3.9012,5.1049,59,103,0.3642,0.5728,0.7642
1965,KC1,585,755,3.6111,4.6605,59,103,0.3642,0.5728,0.7748
1966,CHN,644,809,3.9753,4.9938,59,103,0.3642,0.5728,0.7960
1980,SEA,610,793,3.7654,4.8951,59,103,0.3642,0.5728,0.7692
1989,DET,617,816,3.8086,5.0370,59,103,0.3642,0.5728,0.7561
1993,NYN,672,744,4.1481,4.5926,59,103,0.3642,0.5728,0.9032
2009,WAS,710,874,4.3827,5.3951,59,103,0.3642,0.5728,0.8124
1929,BSN,657,876,4.2662,5.6883,56,98,0.3636,0.5714,0.7500
1937,CIN,612,707,3.9740,4.5909,56,98,0.3636,0.5714,0.8656
1903,PHI,617,738,4.5704,5.4667,49,86,0.3630,0.5698,0.8360
1902,BLA,715,848,5.1812,6.1449,50,88,0.3623,0.5682,0.8432
1938,SLA,755,962,4.9671,6.3289,55,97,0.3618,0.5670,0.7848
1939,PHA,711,1022,4.6776,6.7237,55,97,0.3618,0.5670,0.6957
1904,BSN,491,749,3.2092,4.8954,55,98,0.3595,0.5612,0.6555
1909,BRO,444,627,2.9020,4.0980,55,98,0.3595,0.5612,0.7081
1917,PHA,529,691,3.4575,4.5163,55,98,0.3595,0.5612,0.7656
1943,NY1,558,713,3.6471,4.6601,55,98,0.3595,0.5612,0.7826
1975,DET,570,786,3.5849,4.9434,57,102,0.3585,0.5588,0.7252
2004,KCA,720,905,4.4444,5.5864,58,104,0.3580,0.5577,0.7956
1937,PHA,699,854,4.6291,5.6556,54,97,0.3576,0.5567,0.8185
1942,PHA,549,801,3.5649,5.2013,55,99,0.3571,0.5556,0.6854
1957,WS1,603,808,3.9156,5.2468,55,99,0.3571,0.5556,0.7463
1909,SLN,583,731,3.8355,4.8092,54,98,0.3553,0.5510,0.7975
1985,PIT,568,708,3.5280,4.3975,57,104,0.3540,0.5481,0.8023
1902,NY1,401,590,2.9485,4.3382,48,88,0.3529,0.5455,0.6797
1905,SLA,511,608,3.3399,3.9739,54,99,0.3529,0.5455,0.8405
1964,KC1,621,836,3.8333,5.1605,57,105,0.3519,0.5429,0.7428
1973,TEX,619,844,3.8210,5.2099,57,105,0.3519,0.5429,0.7334
1991,CLE,576,759,3.5556,4.6852,57,105,0.3519,0.5429,0.7589
2010,PIT,587,866,3.6235,5.3457,57,105,0.3519,0.5429,0.6778
1923,BSN,636,798,4.1299,5.1818,54,100,0.3506,0.5400,0.7970
1936,PHI,726,874,4.7143,5.6753,54,100,0.3506,0.5400,0.8307
1940,PHA,703,932,4.5649,6.0519,54,100,0.3506,0.5400,0.7543
1953,SLA,555,778,3.6039,5.0519,54,100,0.3506,0.5400,0.7134
1954,BAL,483,668,3.1364,4.3377,54,100,0.3506,0.5400,0.7231
1972,TEX,461,628,2.9935,4.0779,54,100,0.3506,0.5400,0.7341
1978,SEA,614,834,3.8375,5.2125,56,104,0.3500,0.5385,0.7362
1981,TOR,329,466,3.1038,4.3962,37,69,0.3491,0.5362,0.7060
1934,CHA,704,946,4.6316,6.2237,53,99,0.3487,0.5354,0.7442
1938,PHA,726,956,4.7763,6.2895,53,99,0.3487,0.5354,0.7594
1906,SLN,470,607,3.1333,4.0467,52,98,0.3467,0.5306,0.7743
1945,PHA,494,638,3.2933,4.2533,52,98,0.3467,0.5306,0.7743
1910,BSN,495,701,3.2353,4.5817,53,100,0.3464,0.5300,0.7061
1921,PHA,657,894,4.2941,5.8431,53,100,0.3464,0.5300,0.7349
1922,BSN,596,822,3.8954,5.3725,53,100,0.3464,0.5300,0.7251
1924,BSN,520,800,3.3987,5.2288,53,100,0.3464,0.5300,0.6500
1936,PHA,714,1045,4.6667,6.8301,53,100,0.3464,0.5300,0.6833
1963,WS2,578,812,3.5679,5.0123,56,106,0.3457,0.5283,0.7118
1970,CHA,633,822,3.9074,5.0741,56,106,0.3457,0.5283,0.7701
2002,MIL,627,821,3.8704,5.0679,56,106,0.3457,0.5283,0.7637
2005,KCA,701,935,4.3272,5.7716,56,106,0.3457,0.5283,0.7497
2011,HOU,615,796,3.7963,4.9136,56,106,0.3457,0.5283,0.7726
1934,CIN,590,801,3.9073,5.3046,52,99,0.3444,0.5253,0.7366
1908,BRO,377,516,2.4481,3.3506,53,101,0.3442,0.5248,0.7306
1912,SLA,552,764,3.5844,4.9610,53,101,0.3442,0.5248,0.7225
1949,SLA,667,913,4.3312,5.9286,53,101,0.3442,0.5248,0.7306
1954,PIT,557,845,3.6169,5.4870,53,101,0.3442,0.5248,0.6592
1955,WS1,598,789,3.8831,5.1234,53,101,0.3442,0.5248,0.7579
1919,PHI,510,699,3.7226,5.1022,47,90,0.3431,0.5222,0.7296
1904,PHI,571,784,3.7566,5.1579,52,100,0.3421,0.5200,0.7283
2002,DET,575,864,3.5714,5.3665,55,106,0.3416,0.5189,0.6655
2002,TBA,673,918,4.1801,5.7019,55,106,0.3416,0.5189,0.7331
1913,SLN,528,755,3.5200,5.0333,51,99,0.3400,0.5152,0.6993
1907,SLN,419,608,2.7386,3.9739,52,101,0.3399,0.5149,0.6891
1912,BSN,693,861,4.5294,5.6275,52,101,0.3399,0.5149,0.8049
1976,MON,531,734,3.2778,4.5309,55,107,0.3395,0.5140,0.7234
2012,HOU,583,794,3.5988,4.9012,55,107,0.3395,0.5140,0.7343
1930,BOS,612,814,3.9740,5.2857,52,102,0.3377,0.5098,0.7518
1930,PHI,944,1199,6.1299,7.7857,52,102,0.3377,0.5098,0.7873
1950,PHA,670,913,4.3506,5.9286,52,102,0.3377,0.5098,0.7338
1951,SLA,611,882,3.9675,5.7273,52,102,0.3377,0.5098,0.6927
1956,KC1,619,831,4.0195,5.3961,52,102,0.3377,0.5098,0.7449
1988,ATL,555,741,3.4688,4.6313,54,106,0.3375,0.5094,0.7490
1948,CHA,559,814,3.6776,5.3553,51,101,0.3355,0.5050,0.6867
1977,TOR,605,822,3.7578,5.1056,54,107,0.3354,0.5047,0.7360
1988,BAL,550,789,3.4161,4.9006,54,107,0.3354,0.5047,0.6971
1914,CLE,538,709,3.5163,4.6340,51,102,0.3333,0.5000,0.7588
1979,OAK,573,860,3.5370,5.3086,54,108,0.3333,0.5000,0.6663
1998,FLO,667,923,4.1173,5.6975,54,108,0.3333,0.5000,0.7226
1905,BSN,468,733,3.0390,4.7597,51,103,0.3312,0.4951,0.6385
1908,NYA,459,713,2.9805,4.6299,51,103,0.3312,0.4951,0.6438
1917,PIT,464,595,3.0130,3.8636,51,103,0.3312,0.4951,0.7798
1921,PHI,617,919,4.0065,5.9675,51,103,0.3312,0.4951,0.6714
1927,BOS,597,856,3.8766,5.5584,51,103,0.3312,0.4951,0.6974
1927,PHI,678,903,4.4026,5.8636,51,103,0.3312,0.4951,0.7508
1954,PHA,542,875,3.5195,5.6818,51,103,0.3312,0.4951,0.6194
1912,NYA,630,842,4.1447,5.5395,50,102,0.3289,0.4902,0.7482
1964,NYN,569,776,3.5123,4.7901,53,109,0.3272,0.4862,0.7332
1979,TOR,613,862,3.7840,5.3210,53,109,0.3272,0.4862,0.7111
1996,DET,783,1103,4.8333,6.8086,53,109,0.3272,0.4862,0.7099
1928,BSN,631,878,4.1242,5.7386,50,103,0.3268,0.4854,0.7187
1940,PHI,494,750,3.2288,4.9020,50,103,0.3268,0.4854,0.6587
1923,PHI,748,1008,4.8571,6.5455,50,104,0.3247,0.4808,0.7421
1949,WS1,584,868,3.7922,5.6364,50,104,0.3247,0.4808,0.6728
1952,DET,557,738,3.6169,4.7922,50,104,0.3247,0.4808,0.7547
1953,PIT,622,887,4.0390,5.7597,50,104,0.3247,0.4808,0.7012
1906,BSN,408,649,2.7020,4.2980,49,102,0.3245,0.4804,0.6287
1907,WS1,506,691,3.3510,4.5762,49,102,0.3245,0.4804,0.7323
1932,CHA,667,897,4.4172,5.9404,49,102,0.3245,0.4804,0.7436
1969,MON,582,791,3.5926,4.8827,52,110,0.3210,0.4727,0.7358
1969,SDN,468,746,2.8889,4.6049,52,110,0.3210,0.4727,0.6273
1906,BOS,463,706,3.0065,4.5844,49,105,0.3182,0.4667,0.6558
1908,SLN,371,626,2.4091,4.0649,49,105,0.3182,0.4667,0.5927
1943,PHA,497,717,3.2273,4.6558,49,105,0.3182,0.4667,0.6932
1946,PHA,529,680,3.4351,4.4156,49,105,0.3182,0.4667,0.7779
1905,BRO,506,807,3.3289,5.3092,48,104,0.3158,0.4615,0.6270
1963,NYN,501,774,3.0926,4.7778,51,111,0.3148,0.4595,0.6473
2004,ARI,615,899,3.7963,5.5494,51,111,0.3148,0.4595,0.6841
2013,HOU,610,848,3.7654,5.2346,51,111,0.3148,0.4595,0.7193
1903,WS1,437,691,3.1898,5.0438,43,94,0.3139,0.4574,0.6324
1903,SLN,505,795,3.6861,5.8029,43,94,0.3139,0.4574,0.6352
1920,PHA,558,834,3.6234,5.4156,48,106,0.3117,0.4528,0.6691
1925,BOS,639,922,4.2039,6.0658,47,105,0.3092,0.4476,0.6931
1965,NYN,495,752,3.0556,4.6420,50,112,0.3086,0.4464,0.6582
1910,SLA,451,743,2.9286,4.8247,47,107,0.3052,0.4393,0.6070
1915,BLF,550,760,3.5714,4.9351,47,107,0.3052,0.4393,0.7237
1961,PHI,584,796,3.7922,5.1688,47,107,0.3052,0.4393,0.7337
1926,BOS,562,835,3.6732,5.4575,46,107,0.3007,0.4299,0.6731
1938,PHI,550,840,3.6667,5.6000,45,105,0.3000,0.4286,0.6548
1937,SLA,715,1023,4.6429,6.6429,46,108,0.2987,0.4259,0.6989
1945,PHI,548,865,3.5584,5.6169,46,108,0.2987,0.4259,0.6335
1939,PHI,553,856,3.6623,5.6689,45,106,0.2980,0.4245,0.6460
1911,SLA,567,812,3.7303,5.3421,45,107,0.2961,0.4206,0.6983
1909,BSN,435,683,2.8431,4.4641,45,108,0.2941,0.4167,0.6369
1911,BSN,699,1021,4.6291,6.7616,44,107,0.2914,0.4112,0.6846
1915,PHA,545,888,3.5855,5.8421,43,109,0.2829,0.3945,0.6137
1928,PHI,660,957,4.3421,6.2961,43,109,0.2829,0.3945,0.6897
1932,BOS,566,915,3.6753,5.9416,43,111,0.2792,0.3874,0.6186
1939,SLA,733,1035,4.7597,6.7208,43,111,0.2792,0.3874,0.7082
1941,PHI,501,793,3.2532,5.1494,43,111,0.2792,0.3874,0.6318
1942,PHI,394,706,2.6093,4.6755,42,109,0.2781,0.3853,0.5581
1909,WS1,380,656,2.5000,4.3158,42,110,0.2763,0.3818,0.5793
1952,PIT,515,793,3.3442,5.1494,42,112,0.2727,0.3750,0.6494
2003,DET,591,928,3.6481,5.7284,43,119,0.2654,0.3613,0.6369
1919,PHA,457,742,3.2643,5.3000,36,104,0.2571,0.3462,0.6159
1904,WS1,437,743,2.8940,4.9205,38,113,0.2517,0.3363,0.5882
1962,NYN,617,948,3.8563,5.9250,40,120,0.2500,0.3333,0.6508
1935,BSN,575,852,3.7582,5.5686,38,115,0.2484,0.3304,0.6749
1916,PHA,447,776,2.9216,5.0719,36,117,0.2353,0.3077,0.5760
